Tags,Name,Formula,T1C1,T1C2,T1C3,T1C4,T1C5,T1C6,T1C7,T1C8,T1WB1,T1WB2,T1WB3,T1WB4,T1WB5,T1WB6,T1WB7,T1WB8,T2C1,T2C2,T2C3,T2C4,T2C5,T2C6,T2C7,T2C8,T2WB1,T2WB2,T2WB3,T2WB4,T2WB5,T2WB6,T2WB7,T2WB8,T3C1,T3C2,T3C3,T3C4,T3C5,T3C6,T3C7,T3C8,T3WB1,T3WB2,T3WB3,T3WB4,T3WB5,T3WB6,T3WB7,T3WB8,T4C1,T4C2,T4C3,T4C4,T4C5,T4C6,T4C7,T4C8,T4WB1,T4WB2,T4WB3,T4WB4,T4WB5,T4WB6,T4WB7,T4WB8
A,D-Chiro-Inositol,C6 H12 O6,110120032.35357179,85206076.43610492,164399291.98358944,102962463.44502856,117095287.71429293,152136522.35743764,91807832.05516614,172645461.96121356,114061319.24269672,139797381.60959414,179862244.88615292,86034373.39758779,94421649.00306845,103238775.41806033,109890812.7219956,234545446.97690558,80512920.14430131,82695195.93189074,166031943.65718687,79693308.69645412,76990832.12186117,131662318.9490106,101476106.45832454,73100060.51965961,59329621.803088464,74515062.60246356,105346873.13749138,77224834.50197549,55711028.8883967,73012886.15360439,84921757.97445074,98398681.38256018,51406251.39957251,62913090.97860239,46643743.08541537,39763515.32497033,42468797.71990571,59186840.46241514,47989459.20497362,75418747.55915053,43745807.4473153,91452487.27876234,50032404.77495991,52310086.58192999,56979757.95524586,44630972.01731518,90596148.3454243,74206616.31819797,54232782.4467582,49602381.93129331,55874493.06841427,49808779.920952894,58087590.004066095,55533058.11691286,56423403.8041179,75675040.16912688,45932026.554281205,61735308.70031549,40525557.53178753,51100525.9434522,29307056.896032568,34062900.37644247,45458168.40700013,56952351.751996234
D,Dehydroacetic acid,C8 H8 O4,245615.9399647322,591119.3573092236,269747.3163397421,255640.51400193287,620381.2074298993,519089.7247331988,313799.87031094625,1613884.3049448156,286052.3037195275,334868.3173339219,646205.25210611,222312.26212516078,357475.9729847739,576031.242317515,419904.11766657577,856347.4075007103,283662.37846915796,455029.3248122061,228539.26849039778,230431.0698220678,566392.2647955772,571491.4155004208,433990.45750503236,251002.09269481362,190859.56784731898,564679.1216179392,283248.7866082155,268958.0816989349,575909.709817817,277591.63200306223,409703.6969771573,493294.93177735555,213562.14423903535,1484853.8571796243,1559991.1141163835,1031654.0896480695,863417.4962243703,1349993.994088428,716701.367578207,609597.3658595857,556516.8477544512,542039.2031575186,403739.1528427553,388511.1526241479,847002.7846817584,1305850.3260191774,846796.0823248775,639584.0996160912,964016.2254991134,328242.91133526113,1398995.7059928281,625932.5740017334,551614.093901509,1224383.7601929735,407903.4715968649,1324540.7604921344,331596.9443794102,431605.3994555528,637492.7756225104,616402.8249562057,406223.8690972788,391093.774956147,438907.11171400314,312236.7100082543
D,Dehydroascorbic acid,C6 H6 O6,4007892.1763228346,4409466.879642376,4950318.615093698,3712461.4475514567,3602499.773537756,5041490.82432522,5437075.207079285,1661807.6384391102,6893456.70091689,4676975.506928335,729309.4616025689,3537838.894202605,1470611.0453967007,5948926.072302077,13555321.049881823,7407447.787395092,10158436.331478816,7719264.548207575,5931316.051092424,2789749.1607927848,7023731.036104069,6522771.570493296,9045525.157943204,2938612.8918582518,11143270.692561096,9393931.458980873,4008862.991268786,11650679.584387138,8967482.99807504,7457847.603371469,9957203.35007425,10113540.007619696,3760811.1193031482,11121970.902349943,4325801.932681441,4505517.467940828,5452128.446969673,9222931.178389067,9127873.443096053,10581738.392414967,15944316.087997558,13377552.495760897,12066122.32391536,2726424.4929692447,5044753.866590041,5854041.736294929,15697350.143711088,11044752.456923394,2276297.662277835,10279249.106665589,11749665.874200853,3215517.2070407085,8166931.0912860455,13220122.156297822,3893064.230007466,2694288.058386444,5788984.27243852,17438452.891170647,15989673.252628025,9643497.932148905,12833694.029458817,10977421.07139644,12711559.108208522,17770364.053304665
A,DEOXYCYTIDINE,C9 H13 N3 O4,31238902.895130534,36689900.53995289,36774863.44109562,25024158.666906036,34893996.7389067,33933736.92524451,34798171.05664323,38732525.09783403,31178613.658507954,33265050.084996406,34117486.9140724,26343698.93601307,34453914.71922481,27629866.442238938,40135937.27578064,41896046.43701499,35853681.0270117,40376837.912577435,34529671.56759075,29464828.292261217,36496871.24604898,42409826.24098183,46147854.04801642,24852141.5456733,33741586.39045109,27706221.52915692,29538774.080263644,32056485.117131863,26909003.3530271,23265757.721694943,30141517.928019498,25748007.92747882,19808010.75216244,37263186.630692475,24921001.43053772,24435162.03357358,30327453.18971652,35981254.66913469,28398534.37232907,30542599.630215246,28042438.4460496,29654393.163318068,23982345.930582073,21632751.568049055,27164754.607755452,22690133.79001969,34650830.579991475,21752023.835993245,24464817.888559856,29417877.68882036,29156155.181656145,24045359.468651544,20943923.99883038,25360965.301206797,21633343.62546243,28391113.923433073,20096157.805212416,23382973.935829476,22874827.851206362,22555905.281571094,24679292.33373443,24768521.532629225,19250549.330848567,21259282.402218595
D,DEOXYURIDINE,C9 H12 N2 O5,13568857.155224556,6755538.568855081,12687608.871121744,8412196.631145854,10958985.413763976,7972541.2935885405,12660249.86040879,9574414.941048905,9813932.450257104,7786990.694019458,10065021.491935056,7107989.823797707,11075359.205355158,6106923.258515841,10808567.313085113,11091610.264658054,11605160.661322871,8212859.784798043,13559483.492552279,8194201.25288802,11287280.167106742,10130805.107061354,14510419.188503433,7525257.858187807,11319996.043361103,6294752.087028708,8881448.18562389,6434999.759049496,10245844.7373229,7091181.241089385,8914811.291617544,9293673.940205568,6918705.6023270795,5873540.058500097,10167530.047463011,5550039.882314685,7578189.984177892,9234339.47677827,7886407.844928009,7654444.569974514,7178739.539241186,6721766.379565805,6572898.788453217,4718202.727969035,10858927.299993193,5414186.46791297,9653859.58465137,7435049.452926367,8065131.436601999,5201392.295744553,12471525.637124328,5101477.734902441,4595285.483642355,5989155.565581491,6329136.866693933,822069.7934085283,5441656.993573857,5643555.088627752,6053326.713855174,4536271.75358478,6071374.773058834,5412496.8510455275,4827821.715056915,7264844.605974873
D,D-Erythrose,C4 H8 O4,923476137.737913,1435856715.2041924,1363704300.669603,1215736762.529819,1221195161.4589162,1045703557.8412459,1323021035.6084402,1555865481.6001954,1233155401.5395324,1370340667.4717932,2016059391.2710876,1205941984.2031074,1318575719.9389331,1147179251.9460711,1090650467.5766857,1600048067.8677223,802620952.1593368,1221296330.8532312,1021076144.2715384,926230881.0641723,877822397.8352622,837968086.711458,1060676358.9149115,676184944.5290347,806834579.612743,1070647858.0448905,1219022038.2300742,653639088.8667498,697515780.204058,788446738.3338902,909188841.8926663,754138642.9054129,351771934.077478,767557706.9058572,593221681.3545622,484852576.08104116,532977902.0424017,498916729.350788,610782085.7356387,744817348.4266096,502477458.89129657,750905103.3065257,692950017.0779072,473916226.64450866,649527840.2461418,596305664.8700264,744591551.4085958,551933715.038729,367738934.01268697,410154221.3122704,483589749.6189094,460302109.24979424,334353573.23479867,329716719.50514466,400979577.2879162,421938113.0641399,374053472.7385361,436235737.1500939,529452999.5560319,362368872.80147773,256124919.56085342,414146187.3186262,297444473.1646135,344929660.7708949
D,DIACETYL,C4 H6 O2,24897038.73827557,29903208.882176243,26598676.47832953,27349576.452774905,29592830.879856035,30752394.75425751,34034293.771417595,33712085.53053153,28540519.90618963,33846739.12920439,36613619.65035284,26443679.964064747,29018881.66693218,26752626.788447194,23011736.94084761,29836461.190049306,22875752.30670553,31105403.189644165,31081551.398473542,36033450.76583243,44500862.81698185,35241092.24240831,33102252.762748737,33016696.66657772,40729762.75539348,27455691.518497765,23297009.061655488,28952442.3313473,20851212.2620338,22122901.14256112,21296818.409748603,24839319.193600785,28808887.652275257,32879194.11750358,28074153.186458807,28738056.706277937,27628539.504416853,36451798.977997884,35427734.36765709,34166643.02881604,28368679.80382244,26484729.936041385,26204492.42081354,24430966.51527918,26943796.74570991,26737701.87743402,23219421.42062509,25627146.18182536,33688416.39188097,36734189.24808879,31139151.05408243,25056765.681115374,29579690.454842508,28833524.283330806,30290398.412847314,31348943.607767683,25645283.8945962,27916900.98921549,26896219.54133499,28991768.433375306,35317094.04729481,24260605.541802812,20999720.659839094,25543442.078349996
D,Diethyl malonate,C7 H12 O4,7061791.161629683,4898240.150379867,6948867.116626017,5259956.039689489,6996147.07749551,3785300.3377691605,6195555.066615457,7528845.673305254,5798759.3118729,5519552.1436171215,8377900.810760522,5136185.157646889,7361212.640417713,6761187.515510672,7514920.922308518,8118847.414951105,4017843.0340430103,7150980.173535272,5325874.309557163,6422941.470994688,7088366.416504072,5937184.121625347,6006651.68495556,5258959.126528323,4872739.324999062,5251054.177474844,3782321.403518956,4198534.781450276,3860418.17223689,4068030.3699923283,6793863.326707906,5751932.957782926,4232207.006565993,6112337.049031437,4580577.21960006,4233924.467305941,6100539.54939458,7867182.939527431,5651662.96451106,4711831.303104241,3862427.8498554435,6074080.878178272,4505836.810243003,4731973.310731284,5533634.364346991,4836277.1311790375,5655939.267093722,3971466.7174044983,5092791.466906959,6640529.889499496,4523487.8255061675,5288281.871878044,4663079.09664914,5104687.161539134,4739195.336403141,6074256.086331496,4407096.618223907,4919475.363883453,4067098.3937901095,5189403.034984909,4153876.30240657,4764094.138790996,3765041.5229059956,4221190.027686019
A,DIHYDROURACIL,C4 H6 N2 O2,15819566.736569604,48971767.84926957,54100064.87180615,46418556.33218637,49965399.71692637,28464132.890122313,48752502.82454278,82820083.47195606,61751157.01283187,86878944.98913327,36231645.95236967,44308975.885361224,52592983.093183,51842133.8581565,51610719.52247429,86094139.12159543,57980363.88538754,57209350.73514171,43898573.07984955,46587791.35871798,69590801.39082998,57392297.91654002,46711280.37637792,37884926.06665164,36293946.58138248,37942018.45872819,44063836.64653678,40206720.392478704,33204786.7675772,33727170.58735942,51705829.978733286,36320811.226002134,11007632.658943348,12758015.139891597,29294826.11104733,10033177.182631062,18307584.350126702,20811797.075718414,11138999.780362587,21110497.757757567,53435054.47638629,61385190.46022672,9529971.831848545,22146790.937607832,26471602.78519896,32880466.851315074,35235162.232446596,31037959.010818955,26696043.352712203,22898353.744759426,5129589.081724737,11842201.404697418,40636866.44323189,16297218.25880219,8786858.952591572,9181192.752316648,19592386.763149235,7827511.653717233,22332447.97835309,18629699.166180726,7301040.824356972,16638669.284053873,16131874.319748662,15781738.85201844
A,Dihydroxyacetone,C3 H6 O3,28885428766.420094,92455526709.62756,28352781718.99705,22731556576.041054,39165048327.5381,26595567980.953876,39752108260.761536,43818179565.62465,44060585287.421524,77245316524.80919,29096598111.65088,37891497202.75382,64793622093.32834,48589247332.833,48156904667.01031,42558211478.792854,56770179567.16964,40460539425.296005,45799042495.35571,38668827759.93502,46426614010.171684,60944152949.32095,68814440662.54489,29912240791.481075,38481350996.90372,46276139697.02741,35824265712.22712,43362055897.27585,57350995429.553,44976866782.254684,59461158478.879234,47978463892.72119,26885389783.25823,44529942629.01867,52143112780.59954,56344982134.12184,40285215792.521454,61063311265.21336,64639129763.12456,51901207063.79881,53463066548.497635,59286637700.47814,66252627049.17899,36299545468.82113,44168580902.73698,37737443637.08616,51443591121.98675,47304628777.62774,37842899672.85689,39471931824.52332,71457031983.99017,34620553976.934494,58541506290.87715,54526754405.5967,69550437072.85896,56521003443.61315,43644416190.04564,62762037631.29202,65019096841.08547,42168864328.251785,40324723386.96276,47625755061.41611,69043561694.91878,73087306273.14456
B,D-MANNOSAMINE,C6 H13 N O5,45141450.2093371,67931404.61351535,47248695.424733244,35891909.161493696,52483775.94687309,40286346.81090304,54959877.11333901,75521419.89704503,26738565.190686323,55486496.25179877,39870131.21849295,24656595.08769724,49045339.34107514,40687670.834357634,27584056.17121111,57139389.57420247,55105409.70430374,30064157.33218725,25529138.342755422,27962614.779798847,45612022.649271965,62648313.03380728,51733621.23206439,27922869.323082138,37129115.71017349,22533150.697844744,28584725.02718916,35177888.46417775,23931235.04989,20863311.837402623,27935323.698234554,21101096.61860241,27362635.475894608,60931920.43699157,27193005.57776838,35294555.11838876,35776661.30917246,40749653.41739031,29812627.364336967,26229713.662721816,33006101.77422224,30571056.8891469,22600521.25875654,26425856.563880306,24087244.591532487,21138839.127091464,44744576.92144193,36624414.19452444,24393788.32973706,16811216.54999876,22555953.222470667,35534972.33079113,32699764.865081146,21972581.789575387,21369528.7057253,21187258.04376328,17088247.58131371,15097461.21246306,21835187.105846494,17755199.296300776,11213129.980203126,12336052.226713529,16442707.571858447,19007654.473071694
C,D-Sedoheptulose,C7 H14 O7,44433438.993311115,43100477.7683604,45126435.99030119,50793633.76975503,45817099.6781748,51535262.344395384,64470332.07905101,50865268.701781504,47910123.443594225,53826601.55184652,66992821.32483329,37115280.94648425,47483345.188228175,46175631.31709054,59854543.71103344,68026824.08435187,30471139.018696122,39382647.21021362,46786128.226774134,42563503.2557005,34681573.04518883,42445305.15774239,36384634.36508361,29724702.67653029,26385760.098739322,26441338.926240202,46856990.81018274,33998931.67491434,26187386.5408193,26881304.137907397,43019429.58123669,37934271.24151389,35608776.85002481,42056409.742807075,42764191.31099857,59139325.44738906,51592998.05195589,62423159.57043506,46611060.717194505,40887330.62858249,31113664.741940774,35204260.38120899,50641035.938538074,38962256.75954362,32084348.38433891,55198632.43682037,29684884.27764915,39254747.423556976,38300188.51679235,40239781.21992566,43369987.91571159,49704233.623831734,41799253.46472831,44714432.028253496,39664919.75785756,45862367.71824328,36209464.53443708,44903218.65606289,42988035.75019413,35489235.55431275,30148533.944474533,30649837.59148247,38646972.28252212,37853443.13684052
